order_id,user_id,session_id,event_id,order_type,ticker,purchase_amount_krw,price_per_share_krw,fractional_shares,integer_shares,commission_krw,status,error_code,order_timestamp
ORD_fd92321ea720,USR_454ab7b25b74,SES_9a898a33f496,EVT_d86944a3746e,integer,NVDA,6300000,900000,,7,15750,success,,2025-03-03 02:27:09.589000
ORD_f6ac277433e7,USR_eaaba2e020fb,SES_a6a42314b7ab,EVT_a3e00b9ab6f2,integer,NVDA,9000000,900000,,10,22500,canceled,네트워크오류,2025-03-06 23:27:39.074000
ORD_126b58aaf670,USR_868d8886833e,SES_e0b0954ac392,EVT_fd0bd55fa801,integer,NVDA,3600000,900000,,4,9000,success,,2025-03-05 22:59:47.327000
ORD_6d40c057418c,USR_4f3a750daae5,SES_e7d456214739,EVT_cd77f2f11588,integer,MSFT,1560000,520000,,3,3900,success,,2025-03-06 13:09:09.420000
ORD_0b19c140df67,USR_517c2be29dd2,SES_3f58d0ee755b,EVT_1c749ca9ce48,integer,NVDA,900000,900000,,1,2250,success,,2025-03-03 09:58:08.749000
ORD_1f1470dc2d77,USR_b938f0743eef,SES_d043969d768e,EVT_04426813a64e,integer,IONQ,160000,40000,,4,400,success,,2025-03-04 13:49:50.750000
ORD_5ac1a42a3f7a,USR_caf2495fadd5,SES_1a0994e0c9da,EVT_c39c264e8f07,integer,TSLA,1120000,280000,,4,2800,canceled,한도초과,2025-03-07 07:12:46.458000
ORD_84f5ed53f605,USR_c922e761a3f2,SES_3980ecaa7ca2,EVT_476248576469,integer,GOOGL,1680000,240000,,7,4200,success,,2025-03-04 09:24:14.158000
ORD_59084b0883b2,USR_ce29678ccd30,SES_c609dcb19bb9,EVT_a5e881431c05,integer,TSLL,150000,15000,,10,375,success,,2025-03-01 22:51:40.817000
ORD_cf1bb1ee6d5b,USR_05aed8d17aa0,SES_5d8dcd4b197f,EVT_682a3d8fa02c,integer,NVDA,1800000,900000,,2,4500,success,,2025-03-05 12:49:50.349000
ORD_a4b73c8112ca,USR_f1c4c67d7da8,SES_fddf660a19a9,EVT_2394cc84146b,integer,TSLA,280000,280000,,1,700,success,,2025-03-02 07:25:46.705000
ORD_26dc8f4cb154,USR_eeccc489b42b,SES_0253cb0eefcf,EVT_50dd4f92e503,integer,TSLA,560000,280000,,2,1400,success,,2025-03-05 02:23:03.192000
ORD_f18074a82ef3,USR_9b2678a6bfb9,SES_2699ae5fbe50,EVT_40a04b572440,integer,TSLA,1400000,280000,,5,3500,success,,2025-03-02 12:36:19.367000
ORD_d15fdfff07c3,USR_421577084d12,SES_be0b8b9300a6,EVT_d666d2a25155,integer,GOOGL,1440000,240000,,6,3600,success,,2025-03-05 08:16:02.984000
ORD_1b3f34156e49,USR_c8c1f08087be,SES_6b60b6b89567,EVT_c66a0b563cc5,integer,GOOGL,960000,240000,,4,2400,success,,2025-03-05 22:49:04.768000
ORD_f381056c2a09,USR_5e04b1618338,SES_76618e0d1363,EVT_99268aa2007d,integer,TSLA,1960000,280000,,7,4900,success,,2025-03-02 23:20:19.447000
ORD_b4703338f1b0,USR_1e2fbddb8fa8,SES_ae55fb3269cd,EVT_edbe98e4d6ed,integer,TSLA,2520000,280000,,9,6300,success,,2025-03-06 01:04:46.529000
ORD_2d186255aad9,USR_8545e51c5198,SES_a4b52977d579,EVT_fc0c51f7caa8,integer,GOOGL,1440000,240000,,6,3600,success,,2025-03-05 23:18:44.513000
ORD_eb521c6c8e23,USR_6bf814fd0d31,SES_e44c5555d330,EVT_56f6b913e754,fractional,AAPL,41000,250000,0.164,,102,success,,2025-03-03 22:11:23.792000
ORD_e3a70e4440a8,USR_1ad607aaaeec,SES_32248c2d9abf,EVT_a80d2f2976e8,integer,MSFT,5200000,520000,,10,13000,success,,2025-03-01 12:54:12.055000
ORD_98edc9a63ccb,USR_476a13709a72,SES_212dd517768f,EVT_ed1853526a8e,integer,TSLA,280000,280000,,1,700,success,,2025-03-05 04:29:26.113000
ORD_b4b75b408d0a,USR_8c8a8f0e22a3,SES_2f68cf101448,EVT_b4b079f5113c,integer,IONQ,320000,40000,,8,800,success,,2025-03-04 08:10:36.433000
ORD_839a9796ce6a,USR_6f3c4ad3f2f0,SES_d403f43592ed,EVT_9b329b9939c2,integer,PLTR,640000,80000,,8,1600,success,,2025-03-02 07:45:00.457000
ORD_5330ee02dcbb,USR_b8f50a45a78a,SES_7666835da6bb,EVT_33ab2c880045,integer,QQQ,3480000,580000,,6,8700,success,,2025-03-05 22:48:09.692000
ORD_f4b526eb2150,USR_9ed4667f60de,SES_11583a3972ec,EVT_e9a38462d31b,integer,IONQ,400000,40000,,10,1000,success,,2025-03-07 07:15:20.638000
ORD_3efb142a4c89,USR_6db944131ceb,SES_bdccd9195875,EVT_54f0b4e5f1ce,integer,PLTR,720000,80000,,9,1800,success,,2025-03-01 08:21:22.270000
ORD_6c91ebe77967,USR_f5e413763804,SES_ed5a0b937d20,EVT_b4615353275a,integer,QQQ,4640000,580000,,8,11600,fail,네트워크오류,2025-03-07 23:26:46.215000
ORD_e54646cfb01e,USR_99d083c36a5b,SES_f71f87fb929c,EVT_48836443d12d,integer,TSLA,2520000,280000,,9,6300,success,,2025-03-07 08:16:45.073000
ORD_648d290123ad,USR_941a2156311f,SES_a82c1ef6ffad,EVT_5266d3af5c0f,integer,PLTR,480000,80000,,6,1200,success,,2025-03-04 21:07:35.960000
ORD_c0114f94ecac,USR_ed6f3ec83a09,SES_8fe07b2008f6,EVT_584933ed8731,integer,TSLA,1960000,280000,,7,4900,success,,2025-03-07 12:02:05.209000
ORD_a84c31cddd9b,USR_46b072ac7c41,SES_0c2e45ec6328,EVT_a7d945482f97,integer,PLTR,80000,80000,,1,200,success,,2025-03-05 13:29:26.071000
ORD_15a9970c62fa,USR_ab85fff6c4ab,SES_1e3f7c81a24b,EVT_32d955bddead,integer,GOOGL,1680000,240000,,7,4200,success,,2025-03-01 08:06:03.326000
ORD_b22869b6a72c,USR_4b57c016019c,SES_66038350184b,EVT_f838fd90cc74,integer,AAPL,750000,250000,,3,1875,success,,2025-03-07 04:16:35.037000
ORD_9db40b4b0ce8,USR_0715c8915c00,SES_01fb2d9720de,EVT_a174fb5f1b09,integer,TSLA,1400000,280000,,5,3500,success,,2025-03-07 15:39:12.791000
ORD_9ae289a87fa8,USR_348f5dac06b7,SES_3cd3bea812e2,EVT_807fdcfdbafb,integer,TSLA,2800000,280000,,10,7000,success,,2025-03-06 01:42:45.411000
ORD_64e871b7b9b3,USR_c70684e14a93,SES_9a31d2531c53,EVT_83559cf09309,integer,NVDA,2700000,900000,,3,6750,success,,2025-03-03 19:50:55.816000
ORD_d3188adf796d,USR_ac1114ef9ca4,SES_e0bb13dbc468,EVT_3f310c32fcc5,integer,AAPL,2250000,250000,,9,5625,success,,2025-03-07 23:21:15.500000
ORD_94d264786412,USR_dedab503c017,SES_30bf2befb6b9,EVT_392e13d2d509,integer,GOOGL,240000,240000,,1,600,success,,2025-03-05 07:17:32.513000
ORD_c2a0a9385171,USR_75f8d4839c07,SES_3066d32eb357,EVT_6911f8a66dff,integer,TSLA,280000,280000,,1,700,success,,2025-03-02 08:07:55.047000
ORD_9a3066d29e53,USR_cd0a6c352ef9,SES_15704033fb6a,EVT_680c75784cf8,integer,NVDA,3600000,900000,,4,9000,success,,2025-03-07 23:54:09.525000
ORD_c193b60aadf6,USR_d653deda6e16,SES_d516e0e9acee,EVT_026872ed17bc,integer,AAPL,2250000,250000,,9,5625,success,,2025-03-04 07:18:31.539000
ORD_baf5ff23aa23,USR_7fc3ee64b849,SES_4e07ae68bde0,EVT_0647f6b7d004,integer,NVDA,3600000,900000,,4,9000,success,,2025-03-06 11:01:53.164000
ORD_e33036eb4e91,USR_93d539cc690d,SES_fae7c31ae3c3,EVT_9cf6268de3cd,integer,TSLA,560000,280000,,2,1400,success,,2025-03-05 02:43:04.004000
ORD_4fc867416da6,USR_4cf45910f69c,SES_b37ca15a5d01,EVT_eb41a5ae555a,fractional,PLTR,14000,80000,0.175,,35,success,,2025-03-03 07:41:01.410000
ORD_f7844f2cd74a,USR_f5d1e24f7136,SES_7968a698f627,EVT_19935126132d,integer,TSLA,840000,280000,,3,2100,success,,2025-03-07 21:51:24.214000
ORD_0b39e8450ec9,USR_2324dd083b75,SES_86d52cc4858f,EVT_ff24bd4645d3,integer,NVDA,2700000,900000,,3,6750,success,,2025-03-05 17:04:20.106000
ORD_9abbe8ee6a66,USR_fe705c201197,SES_bb4c8b6a36ab,EVT_82a47b27aa33,integer,TQQQ,750000,75000,,10,1875,success,,2025-03-04 07:26:32.265000
ORD_1f9745aae492,USR_3577b8fe45e4,SES_15681b2301d3,EVT_7b440ff38f2d,integer,NVDA,2700000,900000,,3,6750,success,,2025-03-05 22:19:16.405000
ORD_6778e88395e3,USR_ca60ef2ba494,SES_9b098deb43e6,EVT_516a753801fe,integer,NVDA,9000000,900000,,10,22500,success,,2025-03-06 11:07:27.411000
ORD_7517f376f8ae,USR_9f4991cc26c7,SES_d6d08d445bdc,EVT_7b20f66edb1b,integer,MSFT,2080000,520000,,4,5200,success,,2025-03-06 23:36:16.129000
ORD_ec6d379e79b2,USR_712325b40506,SES_086f1f007dcb,EVT_a49fff285d75,integer,GOOGL,2400000,240000,,10,6000,success,,2025-03-01 22:41:12.483000
ORD_94130bcd1ad6,USR_88b176126064,SES_a7ad51782ce0,EVT_e77d6739f75f,integer,TSLA,1680000,280000,,6,4200,success,,2025-03-07 07:44:01.818000
ORD_e1fdcacabcbf,USR_b2fa1831baeb,SES_de052c2b497f,EVT_2985ca4dbfdb,integer,MSFT,520000,520000,,1,1300,success,,2025-03-04 00:27:33.024000
ORD_d393851ae1ce,USR_4c16e70a60c1,SES_458dfb3e5a08,EVT_2985999074ba,integer,AAPL,1000000,250000,,4,2500,success,,2025-03-07 09:01:05.377000
ORD_e0eb5c9f3b9f,USR_3e35f33738d3,SES_a66eb2fa60b9,EVT_ee32903fea7e,integer,NVDA,5400000,900000,,6,13500,success,,2025-03-07 12:07:03.231000
ORD_0192fc7eb4c3,USR_c7d3605bd030,SES_5d26efc2756f,EVT_72195a17d9d0,integer,AAPL,2250000,250000,,9,5625,success,,2025-03-01 04:03:58.401000
ORD_1de3d8532efb,USR_e4439e56cfd5,SES_ebb9d232ead9,EVT_ff064e66265b,integer,TSLA,2240000,280000,,8,5600,success,,2025-03-06 21:33:24.641000
ORD_e8b6cc15861a,USR_db77634de957,SES_0a2e6f5f5182,EVT_dfd84a79cb36,integer,TSLA,1400000,280000,,5,3500,success,,2025-03-01 07:02:37.281000
ORD_ea0c61d30482,USR_401a06cd49d2,SES_bb76573afdf6,EVT_bac27cbb6965,integer,IONQ,240000,40000,,6,600,success,,2025-03-03 10:27:35.411000
ORD_5046fa905c19,USR_4d273c6a47a6,SES_e2cbed6b990f,EVT_a0f2495d55bf,integer,QQQ,3480000,580000,,6,8700,success,,2025-03-05 08:29:11.414000
ORD_67f5c98b1e0b,USR_2dbc78e4b20e,SES_e001fde082a5,EVT_f2fd8127d5d9,integer,TQQQ,750000,75000,,10,1875,success,,2025-03-07 22:37:11.021000
ORD_56e15e15c62d,USR_44d747397705,SES_0c02c08b85a6,EVT_078b69051473,integer,PLTR,720000,80000,,9,1800,success,,2025-03-06 20:09:07.093000
ORD_5fd7b9809b65,USR_25d580e5bd33,SES_d0443daf2fe9,EVT_aec3ba139687,integer,TQQQ,225000,75000,,3,562,success,,2025-03-01 08:58:13.530000
ORD_98a483eb1f3a,USR_334de3723fc7,SES_33821dbed9fa,EVT_e619d18cfc42,integer,NVDA,5400000,900000,,6,13500,success,,2025-03-02 04:30:32.455000
ORD_896a8986074c,USR_f28d93d5d77c,SES_3eaaf56a28c2,EVT_ee4de2e0d8a1,integer,TSLA,280000,280000,,1,700,success,,2025-03-01 19:30:02.401000
ORD_453158a56e8b,USR_7ac385716444,SES_0afc612931c3,EVT_b9c9c6252d5b,integer,PLTR,320000,80000,,4,800,success,,2025-03-07 07:03:18.873000
ORD_d306027e3192,USR_d11fd01fa450,SES_5de73b36387d,EVT_058f5aa2b39d,integer,TQQQ,150000,75000,,2,375,success,,2025-03-07 09:16:32.581000
ORD_4adbdbdaec11,USR_f60408120498,SES_08bf374e9684,EVT_014fe91986dd,integer,QQQ,1160000,580000,,2,2900,success,,2025-03-04 20:13:00.125000
ORD_747a0bdd186c,USR_dffba6062810,SES_315a57acc31b,EVT_da0f321f1c78,integer,NVDA,8100000,900000,,9,20250,success,,2025-03-04 22:32:26.259000
ORD_472e3e98c990,USR_389451fa7c0c,SES_f052259c1fd3,EVT_3f45762a6500,integer,TQQQ,75000,75000,,1,188,success,,2025-03-03 02:22:47.991000
ORD_c1b94ec388cd,USR_d435fbfa4800,SES_9cc3cc29ca99,EVT_33f6ab99d72c,integer,NVDA,900000,900000,,1,2250,success,,2025-03-01 07:56:59.414000
ORD_54038dc788db,USR_4c7a90a718de,SES_dc40ff3e4340,EVT_21dd5984022d,integer,TSLA,280000,280000,,1,700,success,,2025-03-05 03:00:36.936000
ORD_31e9110f3309,USR_6cdc880c32ab,SES_46bc25dba4be,EVT_2d9134cb2943,integer,AAPL,2250000,250000,,9,5625,success,,2025-03-01 23:25:41.952000
ORD_4a9e4928dbc4,USR_4a0e0dc161ac,SES_c4d0bc7cf26a,EVT_57c007722636,integer,NVDA,5400000,900000,,6,13500,success,,2025-03-04 06:07:07.781000
ORD_aef7ac1cb862,USR_dd29e01c2ed6,SES_481c3bcef16b,EVT_397cc832e0e6,integer,MSFT,5200000,520000,,10,13000,success,,2025-03-07 15:20:58.351000
ORD_8c10ca71debc,USR_f70e7b249d1b,SES_c144750ad1b0,EVT_9b05d554df6e,integer,TSLA,1120000,280000,,4,2800,fail,네트워크오류,2025-03-02 14:11:40.380000
ORD_8ca6b9283e19,USR_09c6499f5aef,SES_f01bc18ea3ed,EVT_bf944ad4dd40,fractional,PLTR,23000,80000,0.2875,,58,success,,2025-03-07 23:06:30.755000
ORD_74401ff899c1,USR_c4ca031deb5d,SES_86567baf607d,EVT_6dcc6f484bc0,integer,AAPL,250000,250000,,1,625,success,,2025-03-03 08:50:25.525000
ORD_4be992b1d201,USR_d2dd2e86ae7d,SES_e0bb71c9f2ff,EVT_287d2573acb8,integer,NVDA,1800000,900000,,2,4500,success,,2025-03-04 22:19:27.551000
